fips,county_name,state_name,net_migration,population_2016,percent_change
029057,Dade County,Missouri,166.0,7574.0,2.192
012101,Pasco County,Florida,10834.0,494895.0,2.189
005141,Van Buren County,Arkansas,367.0,16808.0,2.183
008021,Conejos County,Colorado,176.0,8065.0,2.182
017187,Warren County,Illinois,380.0,17455.0,2.177
020151,Pratt County,Kansas,211.0,9697.0,2.176
037141,Pender County,North Carolina,1249.0,57426.0,2.175
016035,Clearwater County,Idaho,186.0,8554.0,2.174
046053,Gregory County,South Dakota,91.0,4192.0,2.171
012071,Lee County,Florida,15153.0,699644.0,2.166
046037,Day County,South Dakota,119.0,5496.0,2.165
048287,Lee County,Texas,365.0,16868.0,2.164
048239,Jackson County,Texas,320.0,14808.0,2.161
037129,New Hanover County,North Carolina,4735.0,219422.0,2.158
053063,Spokane County,Washington,10542.0,488610.0,2.158
037125,Moore County,North Carolina,2025.0,94013.0,2.154
037031,Carteret County,North Carolina,1479.0,68712.0,2.152
036031,Essex County,New York,817.0,37965.0,2.152
013045,Carroll County,Georgia,2458.0,114461.0,2.147
028013,Calhoun County,Mississippi,314.0,14639.0,2.145
013111,Fannin County,Georgia,524.0,24442.0,2.144
017055,Franklin County,Illinois,843.0,39383.0,2.141
012097,Osceola County,Florida,6918.0,323736.0,2.137
051003,Albemarle County,Virginia,2244.0,105117.0,2.135
030007,Broadwater County,Montana,122.0,5714.0,2.135
029035,Carter County,Missouri,134.0,6280.0,2.134
023029,Washington County,Maine,678.0,31776.0,2.134
053051,Pend Oreille County,Washington,279.0,13087.0,2.132
028137,Tate County,Mississippi,607.0,28465.0,2.132
027051,Grant County,Minnesota,125.0,5867.0,2.131
028007,Attala County,Mississippi,397.0,18665.0,2.127
013189,McDuffie County,Georgia,456.0,21462.0,2.125
018181,White County,Indiana,515.0,24274.0,2.122
048365,Panola County,Texas,502.0,23667.0,2.121
048241,Jasper County,Texas,748.0,35266.0,2.121
047119,Maury County,Tennessee,1851.0,87425.0,2.117
053041,Lewis County,Washington,1593.0,75437.0,2.112
005143,Washington County,Arkansas,4733.0,224434.0,2.109
021191,Pendleton County,Kentucky,305.0,14487.0,2.105
048369,Parmer County,Texas,206.0,9794.0,2.103
030021,Dawson County,Montana,201.0,9577.0,2.099
018163,Vanderburgh County,Indiana,3810.0,181504.0,2.099
022081,Red River Parish,Louisiana,182.0,8711.0,2.089
013201,Miller County,Georgia,122.0,5848.0,2.086
037117,Martin County,North Carolina,485.0,23262.0,2.085
038077,Richland County,North Dakota,339.0,16286.0,2.082
048325,Medina County,Texas,1007.0,48402.0,2.08
039027,Clinton County,Ohio,870.0,41839.0,2.079
041019,Douglas County,Oregon,2225.0,107164.0,2.076
030071,Phillips County,Montana,86.0,4146.0,2.074
048131,Duval County,Texas,235.0,11336.0,2.073
047023,Chester County,Tennessee,355.0,17123.0,2.073
019103,Johnson County,Iowa,2997.0,144943.0,2.068
048259,Kendall County,Texas,823.0,39938.0,2.061
048053,Burnet County,Texas,920.0,44734.0,2.057
047141,Putnam County,Tennessee,1543.0,75074.0,2.055
039097,Madison County,Ohio,904.0,44139.0,2.048
026027,Cass County,Michigan,1048.0,51342.0,2.041
037135,Orange County,North Carolina,2881.0,141298.0,2.039
038091,Steele County,North Dakota,39.0,1915.0,2.037
020007,Barber County,Kansas,98.0,4824.0,2.032
048337,Montague County,Texas,391.0,19252.0,2.031
021237,Wolfe County,Kentucky,147.0,7241.0,2.03
021173,Montgomery County,Kentucky,558.0,27576.0,2.023
001083,Limestone County,Alabama,1851.0,91565.0,2.022
012073,Leon County,Florida,5779.0,285904.0,2.021
005047,Franklin County,Arkansas,358.0,17749.0,2.017
013269,Taylor County,Georgia,166.0,8243.0,2.014
021159,Martin County,Kentucky,247.0,12285.0,2.011
013303,Washington County,Georgia,417.0,20736.0,2.011
048125,Dickens County,Texas,44.0,2204.0,1.996
018167,Vigo County,Indiana,2137.0,107533.0,1.987
021103,Henry County,Kentucky,309.0,15563.0,1.985
047027,Clay County,Tennessee,152.0,7663.0,1.984
012059,Holmes County,Florida,382.0,19273.0,1.982
030061,Mineral County,Montana,83.0,4192.0,1.98
001129,Washington County,Alabama,333.0,16832.0,1.978
036023,Cortland County,New York,954.0,48290.0,1.976
037027,Caldwell County,North Carolina,1606.0,81518.0,1.97
013105,Elbert County,Georgia,380.0,19302.0,1.969
036089,St. Lawrence County,New York,2171.0,110348.0,1.967
012033,Escambia County,Florida,6075.0,309311.0,1.964
046089,McPherson County,South Dakota,47.0,2397.0,1.961
047093,Knox County,Tennessee,8846.0,451297.0,1.96
001123,Tallapoosa County,Alabama,796.0,40605.0,1.96
054003,Berkeley County,West Virginia,2187.0,111678.0,1.958
021151,Madison County,Kentucky,1721.0,88212.0,1.951
020169,Saline County,Kansas,1077.0,55429.0,1.943
048191,Hall County,Texas,60.0,3094.0,1.939
005075,Lawrence County,Arkansas,323.0,16696.0,1.935
013251,Screven County,Georgia,272.0,14059.0,1.935
028163,Yazoo County,Mississippi,530.0,27411.0,1.934
036099,Seneca County,New York,670.0,34801.0,1.925
026035,Clare County,Michigan,589.0,30616.0,1.924
023013,Knox County,Maine,765.0,39786.0,1.923
032019,Lyon County,Nevada,999.0,51974.0,1.922
029221,Washington County,Missouri,475.0,24793.0,1.916
021057,Cumberland County,Kentucky,129.0,6737.0,1.915
032007,Elko County,Nevada,990.0,51728.0,1.914
048389,Reeves County,Texas,298.0,15574.0,1.913
037175,Transylvania County,North Carolina,634.0,33157.0,1.912
027013,Blue Earth County,Minnesota,1254.0,65673.0,1.909
031185,York County,Nebraska,263.0,13797.0,1.906
054013,Calhoun County,West Virginia,142.0,7463.0,1.903
019017,Bremer County,Iowa,470.0,24746.0,1.899
035055,Taos County,New Mexico,622.0,32797.0,1.897
047123,Monroe County,Tennessee,863.0,45625.0,1.892
031031,Cherry County,Nebraska,110.0,5824.0,1.889
047089,Jefferson County,Tennessee,1000.0,53011.0,1.886
048455,Trinity County,Texas,274.0,14539.0,1.885
024045,Wicomico County,Maryland,1911.0,101747.0,1.878
055029,Door County,Wisconsin,512.0,27311.0,1.875
049021,Iron County,Utah,898.0,48113.0,1.866
021209,Scott County,Kentucky,973.0,52155.0,1.866
048161,Freestone County,Texas,368.0,19746.0,1.864
013237,Putnam County,Georgia,397.0,21307.0,1.863
048197,Hardeman County,Texas,73.0,3920.0,1.862
009013,Tolland County,Connecticut,2824.0,151734.0,1.861
055111,Sauk County,Wisconsin,1177.0,63271.0,1.86
026139,Ottawa County,Michigan,5197.0,280859.0,1.85
016087,Washington County,Idaho,183.0,9891.0,1.85
038035,Grand Forks County,North Dakota,1292.0,70352.0,1.836
047043,Dickson County,Tennessee,942.0,51334.0,1.835
017175,Stark County,Illinois,101.0,5505.0,1.835
030093,Silver Bow County,Montana,636.0,34691.0,1.833
013157,Jackson County,Georgia,1162.0,63418.0,1.832
048137,Edwards County,Texas,35.0,1910.0,1.832
051047,Culpeper County,Virginia,906.0,49551.0,1.828
045037,Edgefield County,South Carolina,489.0,26782.0,1.826
013137,Habersham County,Georgia,799.0,43792.0,1.825
029109,Lawrence County,Missouri,692.0,37981.0,1.822
048213,Henderson County,Texas,1446.0,79492.0,1.819
047149,Rutherford County,Tennessee,5422.0,298197.0,1.818
019081,Hancock County,Iowa,200.0,11028.0,1.814
018113,Noble County,Indiana,860.0,47515.0,1.81
047135,Perry County,Tennessee,142.0,7852.0,1.808
051141,Patrick County,Virginia,324.0,17960.0,1.804
029157,Perry County,Missouri,344.0,19068.0,1.804
045059,Laurens County,South Carolina,1190.0,66421.0,1.792
020157,Republic County,Kansas,84.0,4688.0,1.792
053031,Jefferson County,Washington,542.0,30339.0,1.786
006069,San Benito County,California,1036.0,58216.0,1.78
053019,Ferry County,Washington,133.0,7520.0,1.769
046127,Union County,South Dakota,264.0,14925.0,1.769
020003,Anderson County,Kansas,138.0,7816.0,1.766
026105,Mason County,Michigan,507.0,28738.0,1.764
039157,Tuscarawas County,Ohio,1625.0,92739.0,1.752
018091,LaPorte County,Indiana,1941.0,110835.0,1.751
048381,Randall County,Texas,2278.0,130368.0,1.747
005117,Prairie County,Arkansas,145.0,8299.0,1.747
013279,Toombs County,Georgia,474.0,27150.0,1.746
037097,Iredell County,North Carolina,2955.0,169453.0,1.744
023027,Waldo County,Maine,681.0,39120.0,1.741
048309,McLennan County,Texas,4273.0,245444.0,1.741
048031,Blanco County,Texas,192.0,11029.0,1.741
027023,Chippewa County,Minnesota,209.0,12084.0,1.73
008067,La Plata County,Colorado,945.0,54687.0,1.728
029043,Christian County,Missouri,1435.0,83077.0,1.727
041053,Polk County,Oregon,1362.0,78962.0,1.725
041017,Deschutes County,Oregon,2997.0,174246.0,1.72
022029,Concordia Parish,Louisiana,348.0,20228.0,1.72
036083,Rensselaer County,New York,2743.0,159436.0,1.72
047159,Smith County,Tennessee,332.0,19308.0,1.719
056003,Big Horn County,Wyoming,205.0,11945.0,1.716
016075,Payette County,Idaho,391.0,22790.0,1.716
031127,Nemaha County,Nebraska,120.0,7005.0,1.713
031163,Sherman County,Nebraska,52.0,3036.0,1.713
048079,Cochran County,Texas,51.0,2977.0,1.713
037059,Davie County,North Carolina,713.0,41648.0,1.712
046039,Deuel County,South Dakota,74.0,4323.0,1.712
004007,Gila County,Arizona,906.0,52978.0,1.71
016053,Jerome County,Idaho,392.0,22971.0,1.706
029145,Newton County,Missouri,988.0,58138.0,1.699
022027,Claiborne Parish,Louisiana,275.0,16261.0,1.691
053071,Walla Walla County,Washington,1011.0,59932.0,1.687
012133,Washington County,Florida,414.0,24552.0,1.686
020109,Logan County,Kansas,47.0,2787.0,1.686
040017,Canadian County,Oklahoma,2245.0,133158.0,1.686
017051,Fayette County,Illinois,371.0,22036.0,1.684
013127,Glynn County,Georgia,1398.0,83311.0,1.678
031151,Saline County,Nebraska,238.0,14196.0,1.677
047035,Cumberland County,Tennessee,975.0,58217.0,1.675
029205,Shelby County,Missouri,102.0,6101.0,1.672
037157,Rockingham County,North Carolina,1528.0,91657.0,1.667
013139,Hall County,Georgia,3198.0,192245.0,1.664
037123,Montgomery County,North Carolina,456.0,27438.0,1.662
056019,Johnson County,Wyoming,143.0,8611.0,1.661
005145,White County,Arkansas,1309.0,78915.0,1.659
005031,Craighead County,Arkansas,1728.0,104457.0,1.654
008065,Lake County,Colorado,123.0,7442.0,1.653
047031,Coffee County,Tennessee,893.0,54093.0,1.651
045081,Saluda County,South Carolina,332.0,20159.0,1.647
040059,Harper County,Oklahoma,63.0,3826.0,1.647
051137,Orange County,Virginia,579.0,35178.0,1.646
006033,Lake County,California,1058.0,64260.0,1.646
051683,Manassas City,Virginia,681.0,41409.0,1.645
029013,Bates County,Missouri,269.0,16362.0,1.644
006105,Trinity County,California,215.0,13094.0,1.642
029149,Oregon County,Missouri,178.0,10850.0,1.641
036095,Schoharie County,New York,515.0,31405.0,1.64
021013,Bell County,Kentucky,448.0,27370.0,1.637
019151,Pocahontas County,Iowa,114.0,6967.0,1.636
049053,Washington County,Utah,2527.0,154650.0,1.634
051760,Richmond City,Virginia,3608.0,220856.0,1.634
029123,Madison County,Missouri,199.0,12178.0,1.634
008063,Kit Carson County,Colorado,134.0,8215.0,1.631
016051,Jefferson County,Idaho,442.0,27127.0,1.629
040103,Noble County,Oklahoma,188.0,11550.0,1.628
029127,Marion County,Missouri,466.0,28697.0,1.624
046005,Beadle County,South Dakota,294.0,18127.0,1.622
031011,Boone County,Nebraska,86.0,5310.0,1.62
021115,Johnson County,Kentucky,374.0,23128.0,1.617
012129,Wakulla County,Florida,508.0,31523.0,1.612
039031,Coshocton County,Ohio,589.0,36577.0,1.61
027169,Winona County,Minnesota,818.0,50827.0,1.609
005049,Fulton County,Arkansas,195.0,12138.0,1.607
040039,Custer County,Oklahoma,475.0,29565.0,1.607
029027,Callaway County,Missouri,717.0,44699.0,1.604
020029,Cloud County,Kansas,147.0,9188.0,1.6
036077,Otsego County,New York,968.0,60504.0,1.6
055057,Juneau County,Wisconsin,421.0,26307.0,1.6
053073,Whatcom County,Washington,3387.0,211836.0,1.599
004019,Pima County,Arizona,16121.0,1009103.0,1.598
051163,Rockbridge County,Virginia,357.0,22396.0,1.594
018081,Johnson County,Indiana,2375.0,148962.0,1.594
026109,Menominee County,Michigan,374.0,23476.0,1.593
039133,Portage County,Ohio,2588.0,162594.0,1.592
039083,Knox County,Ohio,970.0,61001.0,1.59
017155,Putnam County,Illinois,91.0,5727.0,1.589
022065,Madison Parish,Louisiana,183.0,11554.0,1.584
045033,Dillon County,South Carolina,493.0,31141.0,1.583
047039,Decatur County,Tennessee,183.0,11600.0,1.578
055043,Grant County,Wisconsin,821.0,52071.0,1.577
012041,Gilchrist County,Florida,274.0,17378.0,1.577
029186,Ste. Genevieve County,Missouri,280.0,17804.0,1.573
001079,Lawrence County,Alabama,521.0,33135.0,1.572
048265,Kerr County,Texas,800.0,50880.0,1.572
036003,Allegany County,New York,744.0,47334.0,1.572
021185,Oldham County,Kentucky,1014.0,64556.0,1.571
026165,Wexford County,Michigan,516.0,32889.0,1.569
031019,Buffalo County,Nebraska,761.0,48578.0,1.567
016019,Bonneville County,Idaho,1716.0,109849.0,1.562
051775,Salem City,Virginia,396.0,25364.0,1.561
008077,Mesa County,Colorado,2307.0,148025.0,1.559
051009,Amherst County,Virginia,496.0,31836.0,1.558
048189,Hale County,Texas,529.0,34034.0,1.554
016085,Valley County,Idaho,156.0,10043.0,1.553
005057,Hempstead County,Arkansas,343.0,22085.0,1.553
018183,Whitley County,Indiana,518.0,33444.0,1.549
002060,Bristol Bay Borough,Alaska,14.0,904.0,1.549
013009,Baldwin County,Georgia,703.0,45549.0,1.543
053009,Clallam County,Washington,1129.0,73202.0,1.542
040071,Kay County,Oklahoma,697.0,45226.0,1.541
017009,Brown County,Illinois,104.0,6753.0,1.54
017135,Montgomery County,Illinois,448.0,29192.0,1.535
036025,Delaware County,New York,702.0,45891.0,1.53
045057,Lancaster County,South Carolina,1316.0,86261.0,1.526
051025,Brunswick County,Virginia,257.0,16845.0,1.526
027071,Koochiching County,Minnesota,195.0,12797.0,1.524
001111,Randolph County,Alabama,344.0,22594.0,1.523
019087,Henry County,Iowa,302.0,19843.0,1.522
008069,Larimer County,Colorado,5074.0,333303.0,1.522
048045,Briscoe County,Texas,23.0,1514.0,1.519
054011,Cabell County,West Virginia,1466.0,96582.0,1.518
054031,Hardy County,West Virginia,209.0,13826.0,1.512
013133,Greene County,Georgia,250.0,16617.0,1.504
051193,Westmoreland County,Virginia,263.0,17549.0,1.499
047091,Johnson County,Tennessee,266.0,17842.0,1.491
017137,Morgan County,Illinois,517.0,34673.0,1.491
021149,McLean County,Kentucky,140.0,9395.0,1.49
028021,Claiborne County,Mississippi,137.0,9209.0,1.488
013149,Heard County,Georgia,172.0,11556.0,1.488
029001,Adair County,Missouri,377.0,25353.0,1.487
024047,Worcester County,Maryland,762.0,51456.0,1.481
022053,Jefferson Davis Parish,Louisiana,465.0,31431.0,1.479
055001,Adams County,Wisconsin,296.0,20028.0,1.478
051800,Suffolk City,Virginia,1300.0,88079.0,1.476
005071,Johnson County,Arkansas,385.0,26094.0,1.475
041057,Tillamook County,Oregon,376.0,25561.0,1.471
016033,Clark County,Idaho,13.0,886.0,1.467
055125,Vilas County,Wisconsin,314.0,21447.0,1.464
019189,Winnebago County,Iowa,155.0,10603.0,1.462
047129,Morgan County,Tennessee,314.0,21494.0,1.461
029029,Camden County,Missouri,653.0,44735.0,1.46
037183,Wake County,North Carolina,14919.0,1022319.0,1.459
013179,Liberty County,Georgia,898.0,61611.0,1.458
022039,Evangeline Parish,Louisiana,491.0,33724.0,1.456
047161,Stewart County,Tennessee,192.0,13187.0,1.456
026161,Washtenaw County,Michigan,5281.0,362975.0,1.455
002170,Matanuska-Susitna Borough,Alaska,1466.0,101062.0,1.451
047055,Giles County,Tennessee,420.0,28973.0,1.45
048173,Glasscock County,Texas,20.0,1380.0,1.449
055055,Jefferson County,Wisconsin,1224.0,84488.0,1.449
012085,Martin County,Florida,2246.0,155559.0,1.444
006109,Tuolumne County,California,766.0,53615.0,1.429
041011,Coos County,Oregon,895.0,62643.0,1.429
048021,Bastrop County,Texas,1141.0,80115.0,1.424
020119,Meade County,Kansas,61.0,4301.0,1.418
013231,Pike County,Georgia,254.0,17925.0,1.417
032003,Clark County,Nevada,29636.0,2096717.0,1.413
054007,Braxton County,West Virginia,203.0,14375.0,1.412
018063,Hendricks County,Indiana,2226.0,157776.0,1.411
021087,Green County,Kentucky,154.0,10951.0,1.406
047113,Madison County,Tennessee,1371.0,97569.0,1.405
055139,Winnebago County,Wisconsin,2377.0,169246.0,1.404
023031,York County,Maine,2823.0,201223.0,1.403
036057,Montgomery County,New York,695.0,49564.0,1.402
047145,Roane County,Tennessee,740.0,52770.0,1.402
006017,El Dorado County,California,2588.0,184569.0,1.402
047067,Hancock County,Tennessee,92.0,6577.0,1.399
045001,Abbeville County,South Carolina,346.0,24796.0,1.395
039159,Union County,Ohio,758.0,54388.0,1.394
053053,Pierce County,Washington,11754.0,843778.0,1.393
040011,Blaine County,Oklahoma,136.0,9762.0,1.393
048475,Ward County,Texas,162.0,11631.0,1.393
048101,Cottle County,Texas,20.0,1439.0,1.39
053049,Pacific County,Washington,289.0,20869.0,1.385
027087,Mahnomen County,Minnesota,75.0,5432.0,1.381
036051,Livingston County,New York,886.0,64344.0,1.377
019053,Decatur County,Iowa,112.0,8137.0,1.376
050015,Lamoille County,Vermont,347.0,25240.0,1.375
018085,Kosciusko County,Indiana,1079.0,78547.0,1.374
013207,Monroe County,Georgia,367.0,26708.0,1.374
053055,San Juan County,Washington,222.0,16198.0,1.371
049049,Utah County,Utah,7846.0,572667.0,1.37
029201,Scott County,Missouri,532.0,39007.0,1.364
012075,Levy County,Florida,539.0,39601.0,1.361
013215,Muscogee County,Georgia,2705.0,198702.0,1.361
039065,Hardin County,Ohio,430.0,31616.0,1.36
037053,Currituck County,North Carolina,341.0,25106.0,1.358
016001,Ada County,Idaho,5876.0,432862.0,1.357
039037,Darke County,Ohio,704.0,51981.0,1.354
017189,Washington County,Illinois,193.0,14262.0,1.353
018027,Daviess County,Indiana,444.0,32823.0,1.353
047171,Unicoi County,Tennessee,241.0,17819.0,1.352
029047,Clay County,Missouri,3178.0,235161.0,1.351
021071,Floyd County,Kentucky,507.0,37531.0,1.351
020089,Jewell County,Kansas,40.0,2963.0,1.35
026097,Mackinac County,Michigan,146.0,10821.0,1.349
001057,Fayette County,Alabama,225.0,16696.0,1.348
027057,Hubbard County,Minnesota,278.0,20646.0,1.347
037071,Gaston County,North Carolina,2861.0,212919.0,1.344
024037,St. Mary's County,Maryland,1491.0,110985.0,1.343
050003,Bennington County,Vermont,485.0,36153.0,1.342
041065,Wasco County,Oregon,341.0,25457.0,1.34
054055,Mercer County,West Virginia,816.0,61133.0,1.335
041013,Crook County,Oregon,286.0,21455.0,1.333
017103,Lee County,Illinois,460.0,34521.0,1.333
037087,Haywood County,North Carolina,795.0,59646.0,1.333
029213,Taney County,Missouri,722.0,54216.0,1.332
037187,Washington County,North Carolina,163.0,12247.0,1.331
048129,Donley County,Texas,45.0,3391.0,1.327
001061,Geneva County,Alabama,353.0,26631.0,1.326
055031,Douglas County,Wisconsin,575.0,43495.0,1.322
051085,Hanover County,Virginia,1355.0,103071.0,1.315
005087,Madison County,Arkansas,206.0,15705.0,1.312
029031,Cape Girardeau County,Missouri,1026.0,78238.0,1.311
046081,Lawrence County,South Dakota,325.0,24827.0,1.309
013117,Forsyth County,Georgia,2759.0,211250.0,1.306
047139,Polk County,Tennessee,218.0,16769.0,1.3
039007,Ashtabula County,Ohio,1276.0,98404.0,1.297
035059,Union County,New Mexico,54.0,4163.0,1.297
006023,Humboldt County,California,1748.0,135102.0,1.294
019197,Wright County,Iowa,166.0,12841.0,1.293
010001,Kent County,Delaware,2237.0,173128.0,1.292
013085,Dawson County,Georgia,302.0,23369.0,1.292
021169,Metcalfe County,Kentucky,128.0,9925.0,1.29
048027,Bell County,Texas,4332.0,336076.0,1.289
055103,Richland County,Wisconsin,226.0,17574.0,1.286
021207,Russell County,Kentucky,227.0,17685.0,1.284
037085,Harnett County,North Carolina,1643.0,128034.0,1.283
023007,Franklin County,Maine,384.0,30017.0,1.279
010005,Sussex County,Delaware,2736.0,214636.0,1.275
029023,Butler County,Missouri,546.0,42829.0,1.275
026029,Charlevoix County,Michigan,334.0,26210.0,1.274
049037,San Juan County,Utah,194.0,15239.0,1.273
033009,Grafton County,New Hampshire,1138.0,89439.0,1.272
048081,Coke County,Texas,41.0,3227.0,1.271
051019,Bedford County,Virginia,987.0,77629.0,1.271
037167,Stanly County,North Carolina,770.0,60622.0,1.27
045083,Spartanburg County,South Carolina,3750.0,296558.0,1.265
030049,Lewis and Clark County,Montana,833.0,66225.0,1.258
047167,Tipton County,Tennessee,773.0,61533.0,1.256
039139,Richland County,Ohio,1525.0,121688.0,1.253
028093,Marshall County,Mississippi,449.0,35891.0,1.251
004012,La Paz County,Arizona,256.0,20466.0,1.251
016057,Latah County,Idaho,483.0,38796.0,1.245
005051,Garland County,Arkansas,1218.0,97814.0,1.245
006115,Yuba County,California,922.0,74045.0,1.245
055039,Fond du Lac County,Wisconsin,1268.0,101955.0,1.244
005033,Crawford County,Arkansas,768.0,61904.0,1.241
042095,Northampton County,Pennsylvania,3725.0,300090.0,1.241
028063,Jefferson County,Mississippi,93.0,7503.0,1.24
048321,Matagorda County,Texas,455.0,36766.0,1.238
027117,Pipestone County,Minnesota,115.0,9295.0,1.237
019191,Winneshiek County,Iowa,256.0,20745.0,1.234
028121,Rankin County,Mississippi,1842.0,149447.0,1.233
035047,San Miguel County,New Mexico,348.0,28215.0,1.233
055053,Jackson County,Wisconsin,253.0,20524.0,1.233
029129,Mercer County,Missouri,45.0,3660.0,1.23
021067,Fayette County,Kentucky,3882.0,315819.0,1.229
013107,Emanuel County,Georgia,276.0,22471.0,1.228
019003,Adams County,Iowa,46.0,3754.0,1.225
045003,Aiken County,South Carolina,2026.0,165688.0,1.223
013051,Chatham County,Georgia,3489.0,285959.0,1.22
036027,Dutchess County,New York,3584.0,294039.0,1.219
055011,Buffalo County,Wisconsin,161.0,13245.0,1.216
020175,Seward County,Kansas,282.0,23273.0,1.212
018103,Miami County,Indiana,436.0,36004.0,1.211
008009,Baca County,Colorado,43.0,3555.0,1.21
051630,Fredericksburg City,Virginia,338.0,28043.0,1.205
029083,Henry County,Missouri,260.0,21725.0,1.197
027149,Stevens County,Minnesota,118.0,9874.0,1.195
013317,Wilkes County,Georgia,118.0,9911.0,1.191
055063,La Crosse County,Wisconsin,1396.0,117699.0,1.186
016049,Idaho County,Idaho,193.0,16301.0,1.184
019083,Hardin County,Iowa,204.0,17253.0,1.182
047173,Union County,Tennessee,226.0,19159.0,1.18
053067,Thurston County,Washington,3153.0,267978.0,1.177
021163,Meade County,Kentucky,326.0,27725.0,1.176
041003,Benton County,Oregon,1039.0,88333.0,1.176
018177,Wayne County,Indiana,787.0,66972.0,1.175
021093,Hardin County,Kentucky,1248.0,106272.0,1.174
040013,Bryan County,Oklahoma,528.0,45021.0,1.173
048075,Childress County,Texas,84.0,7169.0,1.172
021109,Jackson County,Kentucky,156.0,13325.0,1.171
036013,Chautauqua County,New York,1528.0,130529.0,1.171
045087,Union County,South Carolina,324.0,27743.0,1.168
013151,Henry County,Georgia,2516.0,216414.0,1.163
001101,Montgomery County,Alabama,2641.0,227279.0,1.162
008037,Eagle County,Colorado,625.0,53865.0,1.16
006031,Kings County,California,1741.0,150085.0,1.16
056037,Sweetwater County,Wyoming,517.0,44719.0,1.156
047115,Marion County,Tennessee,328.0,28397.0,1.155
026085,Lake County,Michigan,135.0,11697.0,1.154
026089,Leelanau County,Michigan,249.0,21633.0,1.151
006113,Yolo County,California,2440.0,212037.0,1.151
013261,Sumter County,Georgia,353.0,30696.0,1.15
036117,Wayne County,New York,1045.0,91291.0,1.145
048339,Montgomery County,Texas,6115.0,535753.0,1.141
051179,Stafford County,Virginia,1608.0,140868.0,1.141
039145,Scioto County,Ohio,878.0,76992.0,1.14
005055,Greene County,Arkansas,503.0,44300.0,1.135
016055,Kootenai County,Idaho,1690.0,149367.0,1.131
047025,Claiborne County,Tennessee,356.0,31555.0,1.128
029135,Moniteau County,Missouri,179.0,15873.0,1.128
046045,Edmunds County,South Dakota,45.0,3996.0,1.126
054073,Pleasants County,West Virginia,84.0,7499.0,1.12
051053,Dinwiddie County,Virginia,315.0,28148.0,1.119
051133,Northumberland County,Virginia,137.0,12241.0,1.119
029133,Mississippi County,Missouri,156.0,13965.0,1.117
026041,Delta County,Michigan,406.0,36415.0,1.115
017153,Pulaski County,Illinois,63.0,5657.0,1.114
041009,Columbia County,Oregon,553.0,49646.0,1.114
031161,Sheridan County,Nebraska,58.0,5216.0,1.112
051181,Surry County,Virginia,74.0,6671.0,1.109
006005,Amador County,California,409.0,37031.0,1.104
026103,Marquette County,Michigan,743.0,67326.0,1.104
039141,Ross County,Ohio,849.0,77049.0,1.102
031143,Polk County,Nebraska,57.0,5171.0,1.102
001113,Russell County,Alabama,647.0,58844.0,1.1
054049,Marion County,West Virginia,623.0,56761.0,1.098
047085,Humphreys County,Tennessee,199.0,18157.0,1.096
019099,Jasper County,Iowa,402.0,36750.0,1.094
048139,Ellis County,Texas,1782.0,163292.0,1.091
019187,Webster County,Iowa,404.0,37066.0,1.09
042089,Monroe County,Pennsylvania,1811.0,166481.0,1.088
044009,Washington County,Rhode Island,1373.0,126185.0,1.088
056035,Sublette County,Wyoming,109.0,10044.0,1.085
021019,Boyd County,Kentucky,526.0,48471.0,1.085
056023,Lincoln County,Wyoming,203.0,18747.0,1.083
031059,Fillmore County,Nebraska,60.0,5553.0,1.08
012009,Brevard County,Florida,6103.0,565746.0,1.079
030023,Deer Lodge County,Montana,98.0,9102.0,1.077
035013,Doña Ana County,New Mexico,2304.0,214034.0,1.076
013233,Polk County,Georgia,443.0,41207.0,1.075
008035,Douglas County,Colorado,3457.0,322025.0,1.074
048167,Galveston County,Texas,3447.0,320974.0,1.074
054069,Ohio County,West Virginia,461.0,42969.0,1.073
029139,Montgomery County,Missouri,124.0,11572.0,1.072
040145,Wagoner County,Oklahoma,821.0,76733.0,1.07
037081,Guilford County,North Carolina,5532.0,517053.0,1.07
047013,Campbell County,Tennessee,425.0,39772.0,1.069
004027,Yuma County,Arizona,2189.0,205186.0,1.067
019043,Clayton County,Iowa,189.0,17726.0,1.066
037045,Cleveland County,North Carolina,1031.0,96850.0,1.065
040113,Osage County,Oklahoma,503.0,47338.0,1.063
034009,Cape May County,New Jersey,997.0,94160.0,1.059
022005,Ascension Parish,Louisiana,1257.0,119374.0,1.053
048003,Andrews County,Texas,190.0,18072.0,1.051
053045,Mason County,Washington,640.0,60991.0,1.049
049045,Tooele County,Utah,656.0,62639.0,1.047
023019,Penobscot County,Maine,1589.0,151929.0,1.046
020035,Cowley County,Kansas,373.0,35752.0,1.043
039045,Fairfield County,Ohio,1576.0,151254.0,1.042
042079,Luzerne County,Pennsylvania,3312.0,318059.0,1.041
005091,Miller County,Arkansas,456.0,43792.0,1.041
038053,McKenzie County,North Dakota,133.0,12794.0,1.04
013063,Clayton County,Georgia,2829.0,272720.0,1.037
051670,Hopewell City,Virginia,230.0,22231.0,1.035
019117,Lucas County,Iowa,89.0,8610.0,1.034
008103,Rio Blanco County,Colorado,67.0,6478.0,1.034
018137,Ripley County,Indiana,293.0,28372.0,1.033
028079,Leake County,Mississippi,235.0,22777.0,1.032
021037,Campbell County,Kentucky,951.0,92124.0,1.032
018017,Cass County,Indiana,391.0,38081.0,1.027
037101,Johnston County,North Carolina,1895.0,185104.0,1.024
