fips,county_name,state_name,net_migration,population_2016,percent_change
037111,McDowell County,North Carolina,460.0,44967.0,1.023
048219,Hockley County,Texas,238.0,23310.0,1.021
048313,Madison County,Texas,142.0,13968.0,1.017
013283,Treutlen County,Georgia,69.0,6803.0,1.014
021137,Lincoln County,Kentucky,246.0,24342.0,1.011
046069,Hyde County,South Dakota,14.0,1386.0,1.01
013145,Harris County,Georgia,335.0,33155.0,1.01
048451,Tom Green County,Texas,1186.0,117514.0,1.009
047185,White County,Tennessee,265.0,26342.0,1.006
006087,Santa Cruz County,California,2748.0,273503.0,1.005
040133,Seminole County,Oklahoma,255.0,25399.0,1.004
051015,Augusta County,Virginia,744.0,74292.0,1.001
039165,Warren County,Ohio,2227.0,223864.0,0.995
047065,Hamilton County,Tennessee,3512.0,353690.0,0.993
018131,Pulaski County,Indiana,127.0,12804.0,0.992
051550,Chesapeake City,Virginia,2332.0,235111.0,0.992
004013,Maricopa County,Arizona,41348.0,4172905.0,0.991
027063,Jackson County,Minnesota,100.0,10096.0,0.99
053021,Franklin County,Washington,877.0,88727.0,0.988
048477,Washington County,Texas,344.0,34836.0,0.987
017025,Clay County,Illinois,132.0,13401.0,0.985
035043,Sandoval County,New Mexico,1361.0,138521.0,0.983
055045,Green County,Wisconsin,363.0,36931.0,0.983
027027,Clay County,Minnesota,611.0,62169.0,0.983
024035,Queen Anne's County,Maryland,481.0,48984.0,0.982
001003,Baldwin County,Alabama,1991.0,202939.0,0.981
016029,Caribou County,Idaho,66.0,6733.0,0.98
027059,Isanti County,Minnesota,374.0,38281.0,0.977
042069,Lackawanna County,Pennsylvania,2068.0,211863.0,0.976
045035,Dorchester County,South Carolina,1488.0,152809.0,0.974
048493,Wilson County,Texas,459.0,47178.0,0.973
037001,Alamance County,North Carolina,1524.0,157037.0,0.97
048497,Wise County,Texas,610.0,62857.0,0.97
048343,Morris County,Texas,119.0,12370.0,0.962
048333,Mills County,Texas,47.0,4889.0,0.961
047105,Loudon County,Tennessee,488.0,50916.0,0.958
022007,Assumption Parish,Louisiana,219.0,22898.0,0.956
037199,Yancey County,North Carolina,167.0,17550.0,0.952
053017,Douglas County,Washington,386.0,40545.0,0.952
040093,Major County,Oklahoma,74.0,7771.0,0.952
027145,Stearns County,Minnesota,1483.0,156003.0,0.951
033011,Hillsborough County,New Hampshire,3888.0,408985.0,0.951
016045,Gem County,Idaho,158.0,16685.0,0.947
018011,Boone County,Indiana,597.0,63033.0,0.947
001043,Cullman County,Alabama,773.0,81761.0,0.945
017011,Bureau County,Illinois,314.0,33491.0,0.938
013163,Jefferson County,Georgia,149.0,15917.0,0.936
001117,Shelby County,Alabama,1951.0,208959.0,0.934
048087,Collingsworth County,Texas,28.0,3010.0,0.93
027075,Lake County,Minnesota,98.0,10541.0,0.93
029081,Harrison County,Missouri,80.0,8622.0,0.928
021125,Laurel County,Kentucky,556.0,59919.0,0.928
015007,Kauai County,Hawaii,659.0,71021.0,0.928
037015,Bertie County,North Carolina,187.0,20162.0,0.927
049007,Carbon County,Utah,188.0,20391.0,0.922
051157,Rappahannock County,Virginia,68.0,7400.0,0.919
027131,Rice County,Minnesota,600.0,65323.0,0.919
055017,Chippewa County,Wisconsin,581.0,63421.0,0.916
042057,Fulton County,Pennsylvania,132.0,14509.0,0.91
008041,El Paso County,Colorado,6124.0,674001.0,0.909
037069,Franklin County,North Carolina,579.0,63668.0,0.909
020079,Harvey County,Kansas,316.0,34802.0,0.908
019167,Sioux County,Iowa,314.0,34754.0,0.903
031087,Hitchcock County,Nebraska,26.0,2879.0,0.903
036073,Orleans County,New York,373.0,41481.0,0.899
028051,Holmes County,Mississippi,165.0,18367.0,0.898
038017,Cass County,North Dakota,1525.0,170722.0,0.893
013223,Paulding County,Georgia,1351.0,151649.0,0.891
022103,St. Tammany Parish,Louisiana,2218.0,248930.0,0.891
027161,Waseca County,Minnesota,168.0,18926.0,0.888
005037,Cross County,Arkansas,153.0,17255.0,0.887
026159,Van Buren County,Michigan,666.0,75060.0,0.887
048247,Jim Hogg County,Texas,47.0,5296.0,0.887
005043,Drew County,Arkansas,165.0,18613.0,0.886
025005,Bristol County,Massachusetts,4933.0,556863.0,0.886
037179,Union County,North Carolina,1964.0,221949.0,0.885
021051,Clay County,Kentucky,185.0,20974.0,0.882
013187,Lumpkin County,Georgia,275.0,31285.0,0.879
044005,Newport County,Rhode Island,730.0,83259.0,0.877
013015,Bartow County,Georgia,894.0,102043.0,0.876
046105,Perkins County,South Dakota,26.0,2984.0,0.871
048019,Bandera County,Texas,184.0,21144.0,0.87
035005,Chaves County,New Mexico,572.0,65825.0,0.869
051067,Franklin County,Virginia,488.0,56227.0,0.868
053035,Kitsap County,Washington,2251.0,259232.0,0.868
026039,Crawford County,Michigan,120.0,13853.0,0.866
035039,Rio Arriba County,New Mexico,341.0,39370.0,0.866
032031,Washoe County,Nevada,3827.0,442453.0,0.865
012117,Seminole County,Florida,3877.0,448318.0,0.865
027069,Kittson County,Minnesota,38.0,4409.0,0.862
040083,Logan County,Oklahoma,390.0,45346.0,0.86
039167,Washington County,Ohio,524.0,61020.0,0.859
001019,Cherokee County,Alabama,221.0,25732.0,0.859
032013,Humboldt County,Nevada,146.0,17017.0,0.858
051121,Montgomery County,Virginia,833.0,97317.0,0.856
050005,Caledonia County,Vermont,262.0,30645.0,0.855
006009,Calaveras County,California,384.0,44965.0,0.854
039105,Meigs County,Ohio,198.0,23180.0,0.854
051065,Fluvanna County,Virginia,223.0,26133.0,0.853
048183,Gregg County,Texas,1054.0,123800.0,0.851
048035,Bosque County,Texas,152.0,17864.0,0.851
016017,Bonner County,Idaho,353.0,41600.0,0.849
048323,Maverick County,Texas,490.0,57720.0,0.849
013103,Effingham County,Georgia,481.0,57076.0,0.843
026015,Barry County,Michigan,500.0,59426.0,0.841
027095,Mille Lacs County,Minnesota,214.0,25494.0,0.839
006071,San Bernardino County,California,17756.0,2115411.0,0.839
020191,Sumner County,Kansas,196.0,23417.0,0.837
051175,Southampton County,Virginia,151.0,18136.0,0.833
018123,Perry County,Indiana,160.0,19310.0,0.829
048085,Collin County,Texas,7569.0,915243.0,0.827
012103,Pinellas County,Florida,7827.0,947060.0,0.826
027091,Martin County,Minnesota,165.0,20036.0,0.824
018151,Steuben County,Indiana,284.0,34469.0,0.824
037039,Cherokee County,North Carolina,222.0,27102.0,0.819
006065,Riverside County,California,19170.0,2345816.0,0.817
012107,Putnam County,Florida,582.0,71939.0,0.809
021031,Butler County,Kentucky,103.0,12734.0,0.809
041035,Klamath County,Oregon,530.0,65670.0,0.807
056013,Fremont County,Wyoming,324.0,40219.0,0.806
051161,Roanoke County,Virginia,752.0,93376.0,0.805
006061,Placer County,California,2992.0,372841.0,0.802
022061,Lincoln Parish,Louisiana,380.0,47434.0,0.801
027077,Lake of the Woods County,Minnesota,31.0,3868.0,0.801
032017,Lincoln County,Nevada,41.0,5136.0,0.798
006095,Solano County,California,3454.0,433409.0,0.797
029195,Saline County,Missouri,185.0,23226.0,0.797
034041,Warren County,New Jersey,850.0,106742.0,0.796
001013,Butler County,Alabama,160.0,20162.0,0.794
015009,Maui County,Hawaii,1302.0,163904.0,0.794
020121,Miami County,Kansas,260.0,32758.0,0.794
023011,Kennebec County,Maine,960.0,121010.0,0.793
037169,Stokes County,North Carolina,366.0,46159.0,0.793
047047,Fayette County,Tennessee,311.0,39280.0,0.792
029077,Greene County,Missouri,2259.0,287312.0,0.786
048179,Gray County,Texas,181.0,23265.0,0.778
031081,Hamilton County,Nebraska,71.0,9141.0,0.777
021005,Anderson County,Kentucky,170.0,21920.0,0.776
048289,Leon County,Texas,132.0,17028.0,0.775
051173,Smyth County,Virginia,243.0,31419.0,0.773
019033,Cerro Gordo County,Iowa,332.0,42983.0,0.772
055115,Shawano County,Wisconsin,317.0,41051.0,0.772
038049,McHenry County,North Dakota,46.0,5975.0,0.77
037159,Rowan County,North Carolina,1058.0,138497.0,0.764
006083,Santa Barbara County,California,3362.0,442229.0,0.76
017071,Henderson County,Illinois,53.0,6997.0,0.757
040117,Pawnee County,Oklahoma,124.0,16439.0,0.754
048417,Shackelford County,Texas,25.0,3333.0,0.75
013195,Madison County,Georgia,213.0,28419.0,0.749
028075,Lauderdale County,Mississippi,581.0,78348.0,0.742
033005,Cheshire County,New Hampshire,565.0,76288.0,0.741
020107,Linn County,Kansas,71.0,9580.0,0.741
019171,Tama County,Iowa,126.0,17217.0,0.732
027137,St. Louis County,Minnesota,1463.0,200296.0,0.73
008039,Elbert County,Colorado,178.0,24630.0,0.723
037109,Lincoln County,North Carolina,582.0,80607.0,0.722
037067,Forsyth County,North Carolina,2647.0,367365.0,0.721
048157,Fort Bend County,Texas,5154.0,715331.0,0.721
026009,Antrim County,Michigan,166.0,23035.0,0.721
056039,Teton County,Wyoming,166.0,23047.0,0.72
040095,Marshall County,Oklahoma,117.0,16266.0,0.719
039043,Erie County,Ohio,540.0,75360.0,0.717
018111,Newton County,Indiana,100.0,13971.0,0.716
042043,Dauphin County,Pennsylvania,1956.0,273085.0,0.716
020011,Bourbon County,Kansas,105.0,14733.0,0.713
054065,Morgan County,West Virginia,124.0,17490.0,0.709
053011,Clark County,Washington,3224.0,456939.0,0.706
053015,Cowlitz County,Washington,726.0,102999.0,0.705
019077,Guthrie County,Iowa,75.0,10649.0,0.704
051145,Powhatan County,Virginia,197.0,28056.0,0.702
036007,Broome County,New York,1370.0,195928.0,0.699
048199,Hardin County,Texas,390.0,55758.0,0.699
029005,Atchison County,Missouri,37.0,5295.0,0.699
029019,Boone County,Missouri,1216.0,174404.0,0.697
021195,Pike County,Kentucky,430.0,61781.0,0.696
005131,Sebastian County,Arkansas,885.0,127385.0,0.695
048409,San Patricio County,Texas,464.0,67117.0,0.691
018077,Jefferson County,Indiana,223.0,32297.0,0.69
013071,Colquitt County,Georgia,311.0,45466.0,0.684
048005,Angelina County,Texas,601.0,87829.0,0.684
001007,Bibb County,Alabama,153.0,22566.0,0.678
037171,Surry County,North Carolina,485.0,71998.0,0.674
039163,Vinton County,Ohio,88.0,13082.0,0.673
013161,Jeff Davis County,Georgia,101.0,15013.0,0.673
029177,Ray County,Missouri,153.0,22793.0,0.671
005105,Perry County,Arkansas,69.0,10307.0,0.669
047179,Washington County,Tennessee,843.0,126137.0,0.668
022077,Pointe Coupee Parish,Louisiana,148.0,22197.0,0.667
029017,Bollinger County,Missouri,82.0,12316.0,0.666
022011,Beauregard Parish,Louisiana,243.0,36531.0,0.665
055025,Dane County,Wisconsin,3475.0,523000.0,0.664
021197,Powell County,Kentucky,81.0,12226.0,0.663
005149,Yell County,Arkansas,142.0,21506.0,0.66
012099,Palm Beach County,Florida,9366.0,1424256.0,0.658
005115,Pope County,Arkansas,417.0,63608.0,0.656
047125,Montgomery County,Tennessee,1258.0,192398.0,0.654
048439,Tarrant County,Texas,12877.0,1984880.0,0.649
051735,Poquoson City,Virginia,78.0,12021.0,0.649
020045,Douglas County,Kansas,765.0,118141.0,0.648
001087,Macon County,Alabama,125.0,19296.0,0.648
047097,Lauderdale County,Tennessee,174.0,26903.0,0.647
039017,Butler County,Ohio,2423.0,375998.0,0.644
041021,Gilliam County,Oregon,12.0,1868.0,0.642
013245,Richmond County,Georgia,1292.0,201451.0,0.641
051165,Rockingham County,Virginia,503.0,78445.0,0.641
029009,Barry County,Missouri,225.0,35293.0,0.638
026077,Kalamazoo County,Michigan,1652.0,259676.0,0.636
017179,Tazewell County,Illinois,851.0,134302.0,0.634
045011,Barnwell County,South Carolina,138.0,21781.0,0.634
056021,Laramie County,Wyoming,613.0,96969.0,0.632
019057,Des Moines County,Iowa,251.0,39874.0,0.629
012039,Gadsden County,Florida,289.0,46060.0,0.627
019061,Dubuque County,Iowa,606.0,96850.0,0.626
051177,Spotsylvania County,Virginia,813.0,129948.0,0.626
018175,Washington County,Indiana,174.0,27774.0,0.626
039101,Marion County,Ohio,408.0,65431.0,0.624
039041,Delaware County,Ohio,1205.0,193391.0,0.623
041059,Umatilla County,Oregon,475.0,76467.0,0.621
005059,Hot Spring County,Arkansas,208.0,33497.0,0.621
021083,Graves County,Kentucky,230.0,37248.0,0.617
046121,Todd County,South Dakota,62.0,10041.0,0.617
017199,Williamson County,Illinois,415.0,67428.0,0.615
004017,Navajo County,Arizona,660.0,107638.0,0.613
017113,McLean County,Illinois,1059.0,173141.0,0.612
005089,Marion County,Arkansas,99.0,16215.0,0.611
022043,Grant Parish,Louisiana,136.0,22302.0,0.61
021053,Clinton County,Kentucky,62.0,10183.0,0.609
038089,Stark County,North Dakota,194.0,31861.0,0.609
042023,Cameron County,Pennsylvania,29.0,4776.0,0.607
035007,Colfax County,New Mexico,75.0,12429.0,0.603
021215,Spencer County,Kentucky,109.0,18072.0,0.603
048225,Houston County,Texas,137.0,22747.0,0.602
019019,Buchanan County,Iowa,127.0,21105.0,0.602
021161,Mason County,Kentucky,102.0,17050.0,0.598
031147,Richardson County,Nebraska,48.0,8025.0,0.598
038081,Sargent County,North Dakota,23.0,3866.0,0.595
009011,New London County,Connecticut,1596.0,269636.0,0.592
019113,Linn County,Iowa,1299.0,220271.0,0.59
042133,York County,Pennsylvania,2604.0,441741.0,0.589
055009,Brown County,Wisconsin,1499.0,257856.0,0.581
016039,Elmore County,Idaho,150.0,25826.0,0.581
008055,Huerfano County,Colorado,37.0,6404.0,0.578
037195,Wilson County,North Carolina,468.0,81240.0,0.576
045051,Horry County,South Carolina,1776.0,308987.0,0.575
033003,Carroll County,New Hampshire,272.0,47399.0,0.574
031035,Clay County,Nebraska,36.0,6291.0,0.572
018079,Jennings County,Indiana,159.0,27834.0,0.571
029175,Randolph County,Missouri,143.0,25041.0,0.571
026117,Montcalm County,Michigan,358.0,62763.0,0.57
001089,Madison County,Alabama,2009.0,352977.0,0.569
020117,Marshall County,Kansas,56.0,9845.0,0.569
055135,Waupaca County,Wisconsin,294.0,51680.0,0.569
022105,Tangipahoa Parish,Louisiana,728.0,128716.0,0.566
054093,Tucker County,West Virginia,40.0,7089.0,0.564
046135,Yankton County,South Dakota,128.0,22682.0,0.564
048211,Hemphill County,Texas,24.0,4277.0,0.561
013293,Upson County,Georgia,147.0,26231.0,0.56
019107,Keokuk County,Iowa,57.0,10171.0,0.56
020133,Neosho County,Kansas,91.0,16287.0,0.559
005069,Jefferson County,Arkansas,400.0,71872.0,0.557
013185,Lowndes County,Georgia,627.0,113342.0,0.553
020101,Lane County,Kansas,9.0,1630.0,0.552
048145,Falls County,Texas,95.0,17216.0,0.552
048329,Midland County,Texas,889.0,162328.0,0.548
027111,Otter Tail County,Minnesota,315.0,57520.0,0.548
013297,Walton County,Georgia,481.0,88333.0,0.545
039127,Perry County,Ohio,196.0,35967.0,0.545
026135,Oscoda County,Michigan,45.0,8277.0,0.544
034029,Ocean County,New Jersey,3189.0,587091.0,0.543
048187,Guadalupe County,Texas,817.0,150578.0,0.543
046085,Lyman County,South Dakota,21.0,3881.0,0.541
012095,Orange County,Florida,6947.0,1291301.0,0.538
008015,Chaffee County,Colorado,100.0,18612.0,0.537
026091,Lenawee County,Michigan,527.0,98391.0,0.536
036065,Oneida County,New York,1220.0,231264.0,0.528
012067,Lafayette County,Florida,46.0,8724.0,0.527
030107,Wheatland County,Montana,11.0,2111.0,0.521
030091,Sheridan County,Montana,19.0,3673.0,0.517
029117,Livingston County,Missouri,77.0,14938.0,0.515
031153,Sarpy County,Nebraska,898.0,175173.0,0.513
040127,Pushmataha County,Oklahoma,57.0,11162.0,0.511
040131,Rogers County,Oklahoma,460.0,90080.0,0.511
037165,Scotland County,North Carolina,180.0,35321.0,0.51
027097,Morrison County,Minnesota,167.0,32775.0,0.51
012057,Hillsborough County,Florida,6930.0,1364073.0,0.508
032005,Douglas County,Nevada,239.0,47404.0,0.504
020077,Harper County,Kansas,29.0,5781.0,0.502
019021,Buena Vista County,Iowa,102.0,20374.0,0.501
012001,Alachua County,Florida,1297.0,259052.0,0.501
013285,Troup County,Georgia,347.0,69595.0,0.499
045021,Cherokee County,South Carolina,276.0,56512.0,0.488
026013,Baraga County,Michigan,41.0,8585.0,0.478
027021,Cass County,Minnesota,137.0,28698.0,0.477
018127,Porter County,Indiana,798.0,167334.0,0.477
018115,Ohio County,Indiana,28.0,5877.0,0.476
016005,Bannock County,Idaho,398.0,84184.0,0.473
042029,Chester County,Pennsylvania,2433.0,515055.0,0.472
027089,Marshall County,Minnesota,44.0,9409.0,0.468
018087,LaGrange County,Indiana,180.0,38616.0,0.466
039123,Ottawa County,Ohio,190.0,40754.0,0.466
048185,Grimes County,Texas,125.0,27299.0,0.458
026023,Branch County,Michigan,198.0,43639.0,0.454
046097,Miner County,South Dakota,10.0,2207.0,0.453
012055,Highlands County,Florida,452.0,100137.0,0.451
051099,King George County,Virginia,113.0,25414.0,0.445
051037,Charlotte County,Virginia,54.0,12179.0,0.443
017089,Kane County,Illinois,2345.0,528760.0,0.443
040125,Pottawatomie County,Oklahoma,316.0,71479.0,0.442
042111,Somerset County,Pennsylvania,333.0,75383.0,0.442
042045,Delaware County,Pennsylvania,2488.0,563225.0,0.442
029011,Barton County,Missouri,52.0,11825.0,0.44
018023,Clinton County,Indiana,142.0,32373.0,0.439
039039,Defiance County,Ohio,168.0,38326.0,0.438
036091,Saratoga County,New York,988.0,226078.0,0.437
006047,Merced County,California,1165.0,266353.0,0.437
018041,Fayette County,Indiana,102.0,23388.0,0.436
055013,Burnett County,Wisconsin,66.0,15142.0,0.436
012123,Taylor County,Florida,97.0,22355.0,0.434
049057,Weber County,Utah,1051.0,242872.0,0.433
039069,Henry County,Ohio,119.0,27481.0,0.433
048415,Scurry County,Texas,76.0,17570.0,0.433
021213,Simpson County,Kentucky,77.0,17901.0,0.43
037035,Catawba County,North Carolina,660.0,155527.0,0.424
047131,Obion County,Tennessee,129.0,30561.0,0.422
039005,Ashland County,Ohio,222.0,53310.0,0.416
026131,Ontonagon County,Michigan,25.0,6037.0,0.414
028089,Madison County,Mississippi,421.0,102453.0,0.411
018047,Franklin County,Indiana,94.0,22940.0,0.41
026017,Bay County,Michigan,429.0,105237.0,0.408
027157,Wabasha County,Minnesota,87.0,21387.0,0.407
013295,Walker County,Georgia,279.0,68537.0,0.407
021157,Marshall County,Kentucky,123.0,31059.0,0.396
051199,York County,Virginia,268.0,67802.0,0.395
046095,Mellette County,South Dakota,8.0,2025.0,0.395
055089,Ozaukee County,Wisconsin,347.0,87932.0,0.395
018075,Jay County,Indiana,83.0,21137.0,0.393
006039,Madera County,California,597.0,153576.0,0.389
056033,Sheridan County,Wyoming,116.0,29883.0,0.388
001109,Pike County,Alabama,130.0,33496.0,0.388
048423,Smith County,Texas,856.0,222390.0,0.385
055101,Racine County,Wisconsin,749.0,194672.0,0.385
041033,Josephine County,Oregon,321.0,84528.0,0.38
016071,Oneida County,Idaho,16.0,4248.0,0.377
041069,Wheeler County,Oregon,5.0,1326.0,0.377
001127,Walker County,Alabama,242.0,64931.0,0.373
024021,Frederick County,Maryland,907.0,245001.0,0.37
019173,Taylor County,Iowa,23.0,6246.0,0.368
021081,Grant County,Kentucky,91.0,24736.0,0.368
042055,Franklin County,Pennsylvania,558.0,153048.0,0.365
005013,Calhoun County,Arkansas,19.0,5200.0,0.365
040101,Muskogee County,Oklahoma,252.0,69319.0,0.364
037107,Lenoir County,North Carolina,210.0,57981.0,0.362
031157,Scotts Bluff County,Nebraska,130.0,36245.0,0.359
006021,Glenn County,California,99.0,27753.0,0.357
039117,Morrow County,Ohio,123.0,34943.0,0.352
042021,Cambria County,Pennsylvania,473.0,136028.0,0.348
006103,Tehama County,California,219.0,63158.0,0.347
054095,Tyler County,West Virginia,31.0,8958.0,0.346
024043,Washington County,Maryland,515.0,149068.0,0.345
051590,Danville City,Virginia,144.0,41947.0,0.343
028033,DeSoto County,Mississippi,590.0,173271.0,0.341
022049,Jackson Parish,Louisiana,54.0,15947.0,0.339
005029,Conway County,Arkansas,71.0,20936.0,0.339
056029,Park County,Wyoming,98.0,28928.0,0.339
026127,Oceana County,Michigan,89.0,26323.0,0.338
053061,Snohomish County,Washington,2597.0,769698.0,0.337
033013,Merrimack County,New Hampshire,495.0,148649.0,0.333
013047,Catoosa County,Georgia,219.0,65778.0,0.333
037115,Madison County,North Carolina,70.0,21146.0,0.331
026147,St. Clair County,Michigan,528.0,159700.0,0.331
024023,Garrett County,Maryland,97.0,29426.0,0.33
031085,Hayes County,Nebraska,3.0,915.0,0.328
051083,Halifax County,Virginia,115.0,35103.0,0.328
019153,Polk County,Iowa,1523.0,467304.0,0.326
019011,Benton County,Iowa,83.0,25608.0,0.324
008089,Otero County,Colorado,59.0,18182.0,0.324
039053,Gallia County,Ohio,98.0,30249.0,0.324
021091,Hancock County,Kentucky,28.0,8641.0,0.324
049005,Cache County,Utah,385.0,119697.0,0.322
018057,Hamilton County,Indiana,988.0,308428.0,0.32
013025,Brantley County,Georgia,59.0,18437.0,0.32
026075,Jackson County,Michigan,506.0,159264.0,0.318
048279,Lamb County,Texas,42.0,13259.0,0.317
047019,Carter County,Tennessee,176.0,56375.0,0.312
039175,Wyandot County,Ohio,69.0,22176.0,0.311
026101,Manistee County,Michigan,76.0,24457.0,0.311
035009,Curry County,New Mexico,156.0,50290.0,0.31
013239,Quitman County,Georgia,7.0,2275.0,0.308
030095,Stillwater County,Montana,29.0,9425.0,0.308
022101,St. Mary Parish,Louisiana,162.0,52876.0,0.306
037163,Sampson County,North Carolina,194.0,63559.0,0.305
019181,Warren County,Iowa,148.0,48468.0,0.305
027109,Olmsted County,Minnesota,459.0,151397.0,0.303
005017,Chicot County,Arkansas,33.0,10970.0,0.301
042033,Clearfield County,Pennsylvania,241.0,80718.0,0.299
029153,Ozark County,Missouri,28.0,9364.0,0.299
047001,Anderson County,Tennessee,225.0,75456.0,0.298
054109,Wyoming County,West Virginia,66.0,22177.0,0.298
042067,Juniata County,Pennsylvania,72.0,24445.0,0.295
024001,Allegany County,Maryland,214.0,72462.0,0.295
020051,Ellis County,Kansas,85.0,28999.0,0.293
044003,Kent County,Rhode Island,480.0,163747.0,0.293
048453,Travis County,Texas,3438.0,1179805.0,0.291
006067,Sacramento County,California,4341.0,1493674.0,0.291
048359,Oldham County,Texas,6.0,2064.0,0.291
017045,Edgar County,Illinois,51.0,17603.0,0.29
042083,McKean County,Pennsylvania,123.0,42400.0,0.29
012091,Okaloosa County,Florida,573.0,197748.0,0.29
030013,Cascade County,Montana,237.0,81878.0,0.289
045027,Clarendon County,South Carolina,97.0,34029.0,0.285
002275,Wrangell City and Borough,Alaska,7.0,2453.0,0.285
005005,Baxter County,Arkansas,116.0,41138.0,0.282
006077,San Joaquin County,California,2021.0,722271.0,0.28
041005,Clackamas County,Oregon,1114.0,399647.0,0.279
046051,Grant County,South Dakota,20.0,7218.0,0.277
036111,Ulster County,New York,495.0,179658.0,0.276
040077,Latimer County,Oklahoma,29.0,10624.0,0.273
018061,Harrison County,Indiana,108.0,39532.0,0.273
017181,Union County,Illinois,47.0,17284.0,0.272
048059,Callahan County,Texas,37.0,13589.0,0.272
026033,Chippewa County,Michigan,102.0,37973.0,0.269
055059,Kenosha County,Wisconsin,450.0,167910.0,0.268
044007,Providence County,Rhode Island,1694.0,633747.0,0.267
019183,Washington County,Iowa,59.0,22145.0,0.266
030099,Teton County,Montana,16.0,6062.0,0.264
046101,Moody County,South Dakota,17.0,6453.0,0.263
030073,Pondera County,Montana,16.0,6095.0,0.263
051041,Chesterfield County,Virginia,876.0,334915.0,0.262
023017,Oxford County,Maine,150.0,57164.0,0.262
049017,Garfield County,Utah,13.0,4962.0,0.262
026121,Muskegon County,Michigan,448.0,172447.0,0.26
001107,Pickens County,Alabama,54.0,20776.0,0.26
013281,Towns County,Georgia,29.0,11212.0,0.259
028039,George County,Mississippi,60.0,23378.0,0.257
047147,Robertson County,Tennessee,176.0,68687.0,0.256
042103,Pike County,Pennsylvania,141.0,55322.0,0.255
001031,Coffee County,Alabama,130.0,50963.0,0.255
047103,Lincoln County,Tennessee,85.0,33609.0,0.253
002180,Nome Census Area,Alaska,25.0,9893.0,0.253
048029,Bexar County,Texas,4695.0,1894834.0,0.248
041047,Marion County,Oregon,806.0,329060.0,0.245
009007,Middlesex County,Connecticut,401.0,163724.0,0.245
013013,Barrow County,Georgia,183.0,74979.0,0.244
027133,Rock County,Minnesota,23.0,9442.0,0.244
051155,Pulaski County,Virginia,83.0,34351.0,0.242
035049,Santa Fe County,New Mexico,356.0,148098.0,0.24
002220,Sitka City and Borough,Alaska,21.0,8778.0,0.239
017139,Moultrie County,Illinois,35.0,14743.0,0.237
042011,Berks County,Pennsylvania,981.0,415138.0,0.236
017123,Marshall County,Illinois,28.0,11925.0,0.235
048483,Wheeler County,Texas,13.0,5658.0,0.23
054077,Preston County,West Virginia,77.0,33842.0,0.228
008001,Adams County,Colorado,1116.0,490443.0,0.228
045045,Greenville County,South Carolina,1104.0,490900.0,0.225
047163,Sullivan County,Tennessee,352.0,156199.0,0.225
041029,Jackson County,Oregon,473.0,211403.0,0.224
042073,Lawrence County,Pennsylvania,192.0,88122.0,0.218
039089,Licking County,Ohio,365.0,170611.0,0.214
055099,Price County,Wisconsin,29.0,13578.0,0.214
027115,Pine County,Minnesota,62.0,29045.0,0.213
018053,Grant County,Indiana,144.0,67479.0,0.213
006029,Kern County,California,1851.0,876031.0,0.211
027035,Crow Wing County,Minnesota,133.0,63229.0,0.21
047021,Cheatham County,Tennessee,83.0,39593.0,0.21
024003,Anne Arundel County,Maryland,1183.0,563027.0,0.21
038037,Grant County,North Dakota,5.0,2396.0,0.209
020123,Mitchell County,Kansas,13.0,6294.0,0.207
051105,Lee County,Virginia,50.0,24595.0,0.203
005007,Benton County,Arkansas,507.0,251591.0,0.202
042081,Lycoming County,Pennsylvania,232.0,115598.0,0.201
047017,Carroll County,Tennessee,56.0,27982.0,0.2
042007,Beaver County,Pennsylvania,333.0,168241.0,0.198
045007,Anderson County,South Carolina,383.0,193700.0,0.198
054085,Ritchie County,West Virginia,20.0,10084.0,0.198
027153,Todd County,Minnesota,48.0,24328.0,0.197
031181,Webster County,Nebraska,7.0,3592.0,0.195
001075,Lamar County,Alabama,27.0,13927.0,0.194
042019,Butler County,Pennsylvania,361.0,185936.0,0.194
048245,Jefferson County,Texas,495.0,255112.0,0.194
008059,Jefferson County,Colorado,1091.0,564888.0,0.193
032023,Nye County,Nevada,82.0,42966.0,0.191
031141,Platte County,Nebraska,61.0,32876.0,0.186
049055,Wayne County,Utah,5.0,2690.0,0.186
029041,Chariton County,Missouri,14.0,7576.0,0.185
054081,Raleigh County,West Virginia,142.0,77363.0,0.184
019177,Van Buren County,Iowa,13.0,7296.0,0.178
048007,Aransas County,Texas,44.0,24800.0,0.177
048355,Nueces County,Texas,636.0,360504.0,0.176
021117,Kenton County,Kentucky,288.0,164478.0,0.175
031119,Madison County,Nebraska,61.0,34999.0,0.174
022079,Rapides Parish,Louisiana,225.0,131780.0,0.171
036043,Herkimer County,New York,106.0,62652.0,0.169
004023,Santa Cruz County,Arizona,78.0,46542.0,0.168
026051,Gladwin County,Michigan,41.0,25227.0,0.163
018067,Howard County,Indiana,131.0,82338.0,0.159
048039,Brazoria County,Texas,550.0,345227.0,0.159
008005,Arapahoe County,Colorado,993.0,630984.0,0.157
029067,Douglas County,Missouri,21.0,13356.0,0.157
001131,Wilcox County,Alabama,17.0,10896.0,0.156
055107,Rusk County,Wisconsin,22.0,14124.0,0.156
039131,Pike County,Ohio,44.0,28117.0,0.156
001005,Barbour County,Alabama,41.0,26283.0,0.156
042037,Columbia County,Pennsylvania,101.0,66681.0,0.151
034021,Mercer County,New Jersey,545.0,368124.0,0.148
026045,Eaton County,Michigan,159.0,108661.0,0.146
